Apartment_code,project_id,Project URL,project_name_eng,city_id_eng,region_id_eng,District_Residential_area_eng,allow_payment_by_cash,allow_payment_by_loan,project_latitude,project_longitude,publish_date,Construction_Completion_Percentage,sakani_beneficiary_price,non_sakani_beneficiary_price,apartment_area_meter,living_area,floor,bathroom_count,apartment_type_eng,number_of_rooms,master_bedroom_size,living_room_size,kitchen_size,guestroom_size,apartment_for_sakani_beneficiary,apartment_for_non_sakani_beneficiary,construction_status_eng
A00095,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1111788,1579786,399.99,389,0,4,villa,5,22.5,36,9.5,25,1,0,Not started - selling on the map
A00096,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1111788,1579786,399.99,389,0,4,villa,5,22.5,36,9.5,25,1,0,Not started - selling on the map
A00097,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1064686,1532684,399.99,372,0,4,villa,4,25,36,9.5,25,1,0,Not started - selling on the map
A00098,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1111814,1579824,400.03,389,0,4,villa,5,22.5,36,9.5,25,1,0,Not started - selling on the map
A00099,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1111801,1579805,400.01,389,0,4,villa,5,22.5,36,9.5,25,1,0,Not started - selling on the map
A00100,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1064700,1532702,400.01,372,0,4,villa,4,25,36,9.5,25,1,0,Not started - selling on the map
A00101,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1113431,1582195,402.48,389,0,4,villa,5,22.5,36,9.5,25,1,0,Not started - selling on the map
A00102,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1064693,1532693,400,372,0,4,villa,4,25,36,9.5,25,1,0,Not started - selling on the map
A00103,15,https://sakani.sa/app/offplan-projects/15,Abha - Ali Shar - Abha Hills,Abha,Asir,Al-Ta'awun,1,1,18.286109,42.513347,1/23/2023,0,1064700,1532702,400.01,372,0,4,villa,4,25,36,9.5,25,1,0,Not started - selling on the map
A00104,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00105,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00106,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00107,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00108,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00109,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00110,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00111,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00112,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00113,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00114,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00115,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00116,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00117,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00118,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00119,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00120,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00121,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00122,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00123,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00124,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00125,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00126,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00127,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00128,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00129,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00130,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00131,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00132,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00133,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00134,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00135,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00136,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00137,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00138,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00139,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00140,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00141,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00142,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00143,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00144,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00145,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00146,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00147,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00148,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00149,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00150,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00151,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00152,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00153,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00154,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00155,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00156,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00157,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00158,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00159,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00160,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00161,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00162,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00163,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00164,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00165,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00166,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00167,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00168,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00169,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00170,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00171,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00172,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00173,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00174,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00175,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00176,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00177,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00178,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00179,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00180,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00181,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,688465,801065,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00182,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00183,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,701333,826283,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00184,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,688465,801065,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00185,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00186,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,643425,750025,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00187,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
A00188,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,1/25/2021,100,694899,809853,200,271.72,0,0,townhouse,,,,,,1,0,complete
